starttime	seconds	ctime	dtime	ttime	wait
Thu Nov 17 16:19:37 2022	1668701977	1	100	101	100
Thu Nov 17 16:19:37 2022	1668701977	0	100	101	100
Thu Nov 17 16:19:37 2022	1668701977	0	100	101	100
Thu Nov 17 16:19:38 2022	1668701978	0	100	101	100
Thu Nov 17 16:19:37 2022	1668701977	0	101	101	101
Thu Nov 17 16:19:38 2022	1668701978	0	101	101	101
Thu Nov 17 16:19:37 2022	1668701977	0	101	101	101
Thu Nov 17 16:19:36 2022	1668701976	3	98	101	98
Thu Nov 17 16:19:37 2022	1668701977	0	101	101	101
Thu Nov 17 16:19:38 2022	1668701978	0	101	101	101
Thu Nov 17 16:19:38 2022	1668701978	0	101	101	100
Thu Nov 17 16:19:37 2022	1668701977	0	101	101	101
Thu Nov 17 16:19:38 2022	1668701978	0	101	101	101
Thu Nov 17 16:19:38 2022	1668701978	0	101	101	101
Thu Nov 17 16:19:38 2022	1668701978	0	101	101	101
Thu Nov 17 16:19:37 2022	1668701977	0	101	102	101
Thu Nov 17 16:19:38 2022	1668701978	0	101	102	101
Thu Nov 17 16:19:37 2022	1668701977	0	101	102	101
Thu Nov 17 16:19:38 2022	1668701978	0	101	102	101
Thu Nov 17 16:19:38 2022	1668701978	0	101	102	101
Thu Nov 17 16:19:38 2022	1668701978	0	101	102	101
Thu Nov 17 16:19:37 2022	1668701977	0	102	102	101
Thu Nov 17 16:19:37 2022	1668701977	0	102	102	102
Thu Nov 17 16:19:38 2022	1668701978	0	102	102	101
Thu Nov 17 16:19:37 2022	1668701977	0	102	102	101
Thu Nov 17 16:19:37 2022	1668701977	0	102	102	101
Thu Nov 17 16:19:37 2022	1668701977	0	102	102	102
Thu Nov 17 16:19:38 2022	1668701978	1	101	102	101
Thu Nov 17 16:19:38 2022	1668701978	0	102	102	102
Thu Nov 17 16:19:38 2022	1668701978	0	102	102	102
Thu Nov 17 16:19:37 2022	1668701977	0	102	102	102
Thu Nov 17 16:19:38 2022	1668701978	0	102	102	102
Thu Nov 17 16:19:37 2022	1668701977	0	102	102	102
Thu Nov 17 16:19:37 2022	1668701977	0	102	102	102
Thu Nov 17 16:19:38 2022	1668701978	0	102	102	102
Thu Nov 17 16:19:37 2022	1668701977	1	102	102	102
Thu Nov 17 16:19:37 2022	1668701977	0	102	103	102
Thu Nov 17 16:19:38 2022	1668701978	0	102	103	102
Thu Nov 17 16:19:37 2022	1668701977	0	102	103	102
Thu Nov 17 16:19:38 2022	1668701978	0	103	103	102
Thu Nov 17 16:19:37 2022	1668701977	0	102	103	102
Thu Nov 17 16:19:38 2022	1668701978	0	103	103	103
Thu Nov 17 16:19:38 2022	1668701978	0	103	103	103
Thu Nov 17 16:19:38 2022	1668701978	0	103	103	103
Thu Nov 17 16:19:36 2022	1668701976	4	99	103	99
Thu Nov 17 16:19:36 2022	1668701976	4	99	103	99
Thu Nov 17 16:19:38 2022	1668701978	0	103	103	102
Thu Nov 17 16:19:37 2022	1668701977	0	103	103	103
Thu Nov 17 16:19:38 2022	1668701978	0	103	103	103
Thu Nov 17 16:19:38 2022	1668701978	0	103	103	103
Thu Nov 17 16:19:38 2022	1668701978	0	103	103	103
Thu Nov 17 16:19:37 2022	1668701977	0	103	103	103
Thu Nov 17 16:19:38 2022	1668701978	0	103	103	103
Thu Nov 17 16:19:37 2022	1668701977	0	103	104	103
Thu Nov 17 16:19:38 2022	1668701978	0	103	104	103
Thu Nov 17 16:19:37 2022	1668701977	0	104	104	103
Thu Nov 17 16:19:37 2022	1668701977	0	103	104	103
Thu Nov 17 16:19:38 2022	1668701978	0	103	104	103
Thu Nov 17 16:19:37 2022	1668701977	0	103	104	103
Thu Nov 17 16:19:37 2022	1668701977	0	104	104	103
Thu Nov 17 16:19:38 2022	1668701978	0	104	104	103
Thu Nov 17 16:19:38 2022	1668701978	0	104	104	104
Thu Nov 17 16:19:37 2022	1668701977	0	104	104	104
Thu Nov 17 16:19:38 2022	1668701978	0	104	104	104
Thu Nov 17 16:19:38 2022	1668701978	0	104	104	104
Thu Nov 17 16:19:38 2022	1668701978	0	104	104	104
Thu Nov 17 16:19:38 2022	1668701978	1	104	104	104
Thu Nov 17 16:19:38 2022	1668701978	0	104	104	104
Thu Nov 17 16:19:37 2022	1668701977	0	104	104	104
Thu Nov 17 16:19:38 2022	1668701978	0	104	104	104
Thu Nov 17 16:19:38 2022	1668701978	0	104	104	104
Thu Nov 17 16:19:37 2022	1668701977	0	104	105	104
Thu Nov 17 16:19:38 2022	1668701978	0	105	105	105
Thu Nov 17 16:19:38 2022	1668701978	0	105	105	105
Thu Nov 17 16:19:38 2022	1668701978	0	105	105	104
Thu Nov 17 16:19:37 2022	1668701977	0	105	105	105
Thu Nov 17 16:19:38 2022	1668701978	0	105	105	105
Thu Nov 17 16:19:37 2022	1668701977	0	105	105	105
Thu Nov 17 16:19:38 2022	1668701978	0	105	105	104
Thu Nov 17 16:19:37 2022	1668701977	0	105	105	105
Thu Nov 17 16:19:37 2022	1668701977	0	105	105	105
Thu Nov 17 16:19:37 2022	1668701977	0	105	105	105
Thu Nov 17 16:19:38 2022	1668701978	0	105	105	105
Thu Nov 17 16:19:38 2022	1668701978	1	104	105	104
Thu Nov 17 16:19:37 2022	1668701977	0	105	105	105
Thu Nov 17 16:19:37 2022	1668701977	0	105	105	105
Thu Nov 17 16:19:38 2022	1668701978	0	105	105	105
Thu Nov 17 16:19:37 2022	1668701977	0	105	105	105
Thu Nov 17 16:19:38 2022	1668701978	0	105	105	105
Thu Nov 17 16:19:37 2022	1668701977	0	105	105	105
Thu Nov 17 16:19:37 2022	1668701977	0	105	105	105
Thu Nov 17 16:19:36 2022	1668701976	4	102	105	101
Thu Nov 17 16:19:38 2022	1668701978	0	105	105	105
Thu Nov 17 16:19:38 2022	1668701978	0	105	105	105
Thu Nov 17 16:19:38 2022	1668701978	0	105	105	105
Thu Nov 17 16:19:37 2022	1668701977	0	105	106	105
Thu Nov 17 16:19:38 2022	1668701978	0	105	106	105
Thu Nov 17 16:19:38 2022	1668701978	0	105	106	105
Thu Nov 17 16:19:37 2022	1668701977	0	105	106	105
Thu Nov 17 16:19:36 2022	1668701976	3	102	106	102
Thu Nov 17 16:19:37 2022	1668701977	0	106	106	105
Thu Nov 17 16:19:38 2022	1668701978	0	106	106	106
Thu Nov 17 16:19:38 2022	1668701978	0	106	106	105
Thu Nov 17 16:19:38 2022	1668701978	0	106	106	106
Thu Nov 17 16:19:38 2022	1668701978	0	106	106	105
Thu Nov 17 16:19:38 2022	1668701978	0	106	106	106
Thu Nov 17 16:19:37 2022	1668701977	0	106	106	106
Thu Nov 17 16:19:37 2022	1668701977	0	106	106	106
Thu Nov 17 16:19:37 2022	1668701977	0	106	106	106
Thu Nov 17 16:19:37 2022	1668701977	0	106	106	106
Thu Nov 17 16:19:37 2022	1668701977	0	106	106	106
Thu Nov 17 16:19:37 2022	1668701977	0	106	106	106
Thu Nov 17 16:19:38 2022	1668701978	0	106	106	106
Thu Nov 17 16:19:37 2022	1668701977	0	106	106	106
Thu Nov 17 16:19:38 2022	1668701978	0	106	106	106
Thu Nov 17 16:19:38 2022	1668701978	0	106	106	106
Thu Nov 17 16:19:38 2022	1668701978	0	106	106	106
Thu Nov 17 16:19:38 2022	1668701978	0	106	107	106
Thu Nov 17 16:19:38 2022	1668701978	0	106	107	106
Thu Nov 17 16:19:37 2022	1668701977	0	106	107	106
Thu Nov 17 16:19:37 2022	1668701977	0	106	107	106
Thu Nov 17 16:19:38 2022	1668701978	0	106	107	106
Thu Nov 17 16:19:37 2022	1668701977	0	107	107	106
Thu Nov 17 16:19:38 2022	1668701978	0	106	107	106
Thu Nov 17 16:19:38 2022	1668701978	0	106	107	106
Thu Nov 17 16:19:37 2022	1668701977	0	107	107	107
Thu Nov 17 16:19:38 2022	1668701978	0	107	107	107
Thu Nov 17 16:19:38 2022	1668701978	0	107	107	107
Thu Nov 17 16:19:38 2022	1668701978	0	107	107	107
Thu Nov 17 16:19:37 2022	1668701977	0	107	107	107
Thu Nov 17 16:19:38 2022	1668701978	0	107	107	107
Thu Nov 17 16:19:38 2022	1668701978	0	107	107	107
Thu Nov 17 16:19:37 2022	1668701977	0	107	107	107
Thu Nov 17 16:19:37 2022	1668701977	0	107	107	107
Thu Nov 17 16:19:38 2022	1668701978	0	107	107	107
Thu Nov 17 16:19:38 2022	1668701978	0	107	107	107
Thu Nov 17 16:19:38 2022	1668701978	0	107	107	107
Thu Nov 17 16:19:37 2022	1668701977	0	107	107	107
Thu Nov 17 16:19:38 2022	1668701978	0	107	107	107
Thu Nov 17 16:19:37 2022	1668701977	0	107	107	107
Thu Nov 17 16:19:37 2022	1668701977	0	107	107	107
Thu Nov 17 16:19:37 2022	1668701977	0	107	107	107
Thu Nov 17 16:19:37 2022	1668701977	0	107	107	107
Thu Nov 17 16:19:38 2022	1668701978	0	107	107	107
Thu Nov 17 16:19:37 2022	1668701977	0	107	107	107
Thu Nov 17 16:19:37 2022	1668701977	0	107	107	107
Thu Nov 17 16:19:37 2022	1668701977	0	107	107	107
Thu Nov 17 16:19:38 2022	1668701978	0	107	107	107
Thu Nov 17 16:19:37 2022	1668701977	0	107	108	107
Thu Nov 17 16:19:37 2022	1668701977	0	107	108	107
Thu Nov 17 16:19:38 2022	1668701978	0	108	108	107
Thu Nov 17 16:19:37 2022	1668701977	0	108	108	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	108	107
Thu Nov 17 16:19:38 2022	1668701978	0	108	108	107
Thu Nov 17 16:19:37 2022	1668701977	0	108	108	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	108	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	108	108
Thu Nov 17 16:19:38 2022	1668701978	0	108	108	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	108	108
Thu Nov 17 16:19:38 2022	1668701978	0	108	108	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	108	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	108	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	108	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	108	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	108	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	108	108
Thu Nov 17 16:19:38 2022	1668701978	0	108	108	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	108	108
Thu Nov 17 16:19:38 2022	1668701978	0	108	108	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	108	108
Thu Nov 17 16:19:38 2022	1668701978	0	108	108	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	109	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	109	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	109	108
Thu Nov 17 16:19:37 2022	1668701977	0	108	109	108
Thu Nov 17 16:19:37 2022	1668701977	0	109	109	109
Thu Nov 17 16:19:38 2022	1668701978	0	109	109	108
Thu Nov 17 16:19:38 2022	1668701978	0	109	109	109
Thu Nov 17 16:19:37 2022	1668701977	0	109	109	109
Thu Nov 17 16:19:37 2022	1668701977	0	109	109	109
Thu Nov 17 16:19:37 2022	1668701977	1	107	109	107
Thu Nov 17 16:19:37 2022	1668701977	0	109	109	109
Thu Nov 17 16:19:37 2022	1668701977	0	109	109	109
Thu Nov 17 16:19:37 2022	1668701977	0	109	109	109
Thu Nov 17 16:19:37 2022	1668701977	0	109	109	109
Thu Nov 17 16:19:38 2022	1668701978	0	109	109	109
Thu Nov 17 16:19:38 2022	1668701978	0	109	109	109
Thu Nov 17 16:19:38 2022	1668701978	0	109	109	109
Thu Nov 17 16:19:37 2022	1668701977	0	109	109	109
Thu Nov 17 16:19:37 2022	1668701977	0	109	109	109
Thu Nov 17 16:19:38 2022	1668701978	0	109	109	109
Thu Nov 17 16:19:36 2022	1668701976	3	106	109	106
Thu Nov 17 16:19:37 2022	1668701977	0	109	109	109
Thu Nov 17 16:19:37 2022	1668701977	0	109	109	109
Thu Nov 17 16:19:38 2022	1668701978	0	109	109	109
Thu Nov 17 16:19:38 2022	1668701978	0	109	110	109
Thu Nov 17 16:19:37 2022	1668701977	0	109	110	109
Thu Nov 17 16:19:38 2022	1668701978	0	109	110	109
Thu Nov 17 16:19:37 2022	1668701977	0	110	110	109
Thu Nov 17 16:19:38 2022	1668701978	0	110	110	109
Thu Nov 17 16:19:38 2022	1668701978	0	110	110	109
Thu Nov 17 16:19:37 2022	1668701977	0	110	110	110
Thu Nov 17 16:19:38 2022	1668701978	0	110	110	110
Thu Nov 17 16:19:37 2022	1668701977	0	110	110	110
Thu Nov 17 16:19:38 2022	1668701978	0	110	110	110
Thu Nov 17 16:19:38 2022	1668701978	1	109	110	108
Thu Nov 17 16:19:37 2022	1668701977	0	110	110	110
Thu Nov 17 16:19:37 2022	1668701977	0	110	110	110
Thu Nov 17 16:19:38 2022	1668701978	0	110	110	110
Thu Nov 17 16:19:38 2022	1668701978	0	110	110	110
Thu Nov 17 16:19:37 2022	1668701977	0	110	110	110
Thu Nov 17 16:19:37 2022	1668701977	0	110	110	110
Thu Nov 17 16:19:37 2022	1668701977	0	110	110	110
Thu Nov 17 16:19:37 2022	1668701977	0	110	110	110
Thu Nov 17 16:19:38 2022	1668701978	0	110	110	110
Thu Nov 17 16:19:37 2022	1668701977	0	110	111	110
Thu Nov 17 16:19:37 2022	1668701977	0	110	111	110
Thu Nov 17 16:19:37 2022	1668701977	0	110	111	110
Thu Nov 17 16:19:37 2022	1668701977	0	110	111	110
Thu Nov 17 16:19:37 2022	1668701977	0	111	111	111
Thu Nov 17 16:19:38 2022	1668701978	0	110	111	110
Thu Nov 17 16:19:37 2022	1668701977	1	110	111	110
Thu Nov 17 16:19:37 2022	1668701977	0	111	111	111
Thu Nov 17 16:19:36 2022	1668701976	3	108	111	108
Thu Nov 17 16:19:37 2022	1668701977	0	111	111	111
Thu Nov 17 16:19:38 2022	1668701978	0	111	111	111
Thu Nov 17 16:19:37 2022	1668701977	0	111	111	111
Thu Nov 17 16:19:37 2022	1668701977	0	111	111	111
Thu Nov 17 16:19:38 2022	1668701978	0	111	111	111
Thu Nov 17 16:19:38 2022	1668701978	0	111	111	111
Thu Nov 17 16:19:38 2022	1668701978	0	111	111	111
Thu Nov 17 16:19:38 2022	1668701978	0	111	111	111
Thu Nov 17 16:19:38 2022	1668701978	0	111	111	111
Thu Nov 17 16:19:38 2022	1668701978	0	111	111	111
Thu Nov 17 16:19:38 2022	1668701978	1	111	111	110
Thu Nov 17 16:19:36 2022	1668701976	3	108	111	108
Thu Nov 17 16:19:38 2022	1668701978	0	111	111	111
Thu Nov 17 16:19:37 2022	1668701977	0	111	111	111
Thu Nov 17 16:19:38 2022	1668701978	0	111	111	111
Thu Nov 17 16:19:37 2022	1668701977	0	111	111	111
Thu Nov 17 16:19:37 2022	1668701977	0	111	111	111
Thu Nov 17 16:19:37 2022	1668701977	0	111	111	111
Thu Nov 17 16:19:38 2022	1668701978	0	111	111	111
Thu Nov 17 16:19:38 2022	1668701978	0	111	111	111
Thu Nov 17 16:19:38 2022	1668701978	0	111	111	111
Thu Nov 17 16:19:37 2022	1668701977	0	111	112	111
Thu Nov 17 16:19:37 2022	1668701977	0	111	112	111
Thu Nov 17 16:19:38 2022	1668701978	0	111	112	111
Thu Nov 17 16:19:38 2022	1668701978	0	111	112	111
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	111
Thu Nov 17 16:19:37 2022	1668701977	0	112	112	111
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	112
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	111
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	111
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	111
Thu Nov 17 16:19:37 2022	1668701977	0	112	112	112
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	111
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	112
Thu Nov 17 16:19:37 2022	1668701977	0	112	112	112
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	112
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	111
Thu Nov 17 16:19:37 2022	1668701977	0	112	112	112
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	112
Thu Nov 17 16:19:37 2022	1668701977	0	112	112	112
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	112
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	112
Thu Nov 17 16:19:37 2022	1668701977	0	112	112	112
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	112
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	112
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	112
Thu Nov 17 16:19:38 2022	1668701978	1	112	112	112
Thu Nov 17 16:19:37 2022	1668701977	0	112	112	112
Thu Nov 17 16:19:37 2022	1668701977	0	112	112	112
Thu Nov 17 16:19:38 2022	1668701978	0	112	112	112
Thu Nov 17 16:19:38 2022	1668701978	0	112	113	112
Thu Nov 17 16:19:37 2022	1668701977	0	113	113	112
Thu Nov 17 16:19:37 2022	1668701977	0	112	113	112
Thu Nov 17 16:19:37 2022	1668701977	0	113	113	112
Thu Nov 17 16:19:38 2022	1668701978	0	113	113	112
Thu Nov 17 16:19:37 2022	1668701977	0	113	113	113
Thu Nov 17 16:19:38 2022	1668701978	0	112	113	112
Thu Nov 17 16:19:38 2022	1668701978	0	113	113	106
Thu Nov 17 16:19:38 2022	1668701978	0	112	113	112
Thu Nov 17 16:19:37 2022	1668701977	0	113	113	113
Thu Nov 17 16:19:38 2022	1668701978	0	113	113	112
Thu Nov 17 16:19:38 2022	1668701978	0	113	113	113
Thu Nov 17 16:19:37 2022	1668701977	0	113	113	113
Thu Nov 17 16:19:38 2022	1668701978	0	113	113	113
Thu Nov 17 16:19:37 2022	1668701977	0	113	113	113
Thu Nov 17 16:19:37 2022	1668701977	0	113	113	113
Thu Nov 17 16:19:37 2022	1668701977	0	113	113	113
Thu Nov 17 16:19:38 2022	1668701978	2	111	113	111
Thu Nov 17 16:19:38 2022	1668701978	0	113	113	113
Thu Nov 17 16:19:38 2022	1668701978	0	113	113	113
Thu Nov 17 16:19:37 2022	1668701977	0	113	113	113
Thu Nov 17 16:19:37 2022	1668701977	0	113	113	113
Thu Nov 17 16:19:38 2022	1668701978	0	113	113	113
Thu Nov 17 16:19:37 2022	1668701977	0	113	113	113
Thu Nov 17 16:19:38 2022	1668701978	0	113	113	113
Thu Nov 17 16:19:38 2022	1668701978	0	113	113	113
Thu Nov 17 16:19:37 2022	1668701977	0	113	113	113
Thu Nov 17 16:19:38 2022	1668701978	0	113	113	113
Thu Nov 17 16:19:38 2022	1668701978	0	113	113	113
Thu Nov 17 16:19:38 2022	1668701978	0	113	114	113
Thu Nov 17 16:19:38 2022	1668701978	0	113	114	113
Thu Nov 17 16:19:37 2022	1668701977	0	113	114	113
Thu Nov 17 16:19:38 2022	1668701978	0	114	114	107
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:38 2022	1668701978	0	114	114	114
Thu Nov 17 16:19:38 2022	1668701978	0	114	114	113
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:38 2022	1668701978	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:38 2022	1668701978	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	114	114
Thu Nov 17 16:19:38 2022	1668701978	0	114	114	114
Thu Nov 17 16:19:38 2022	1668701978	0	114	114	114
Thu Nov 17 16:19:38 2022	1668701978	0	114	114	114
Thu Nov 17 16:19:37 2022	1668701977	0	114	115	114
Thu Nov 17 16:19:37 2022	1668701977	0	115	115	114
Thu Nov 17 16:19:37 2022	1668701977	0	115	115	114
Thu Nov 17 16:19:37 2022	1668701977	0	115	115	115
Thu Nov 17 16:19:38 2022	1668701978	0	115	115	108
Thu Nov 17 16:19:38 2022	1668701978	0	115	115	114
Thu Nov 17 16:19:37 2022	1668701977	0	115	115	115
Thu Nov 17 16:19:38 2022	1668701978	0	115	115	114
Thu Nov 17 16:19:38 2022	1668701978	0	115	115	114
Thu Nov 17 16:19:38 2022	1668701978	0	115	115	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	115	115
Thu Nov 17 16:19:38 2022	1668701978	0	115	115	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	115	115
Thu Nov 17 16:19:38 2022	1668701978	0	115	115	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	115	115
Thu Nov 17 16:19:38 2022	1668701978	0	115	115	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	115	115
Thu Nov 17 16:19:38 2022	1668701978	0	115	115	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	115	115
Thu Nov 17 16:19:38 2022	1668701978	0	115	115	115
Thu Nov 17 16:19:38 2022	1668701978	0	115	115	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	115	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	115	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	115	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	115	115
Thu Nov 17 16:19:38 2022	1668701978	0	115	115	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	115	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	116	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	116	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	116	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	116	115
Thu Nov 17 16:19:38 2022	1668701978	0	115	116	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	116	115
Thu Nov 17 16:19:38 2022	1668701978	0	115	116	115
Thu Nov 17 16:19:38 2022	1668701978	0	115	116	115
Thu Nov 17 16:19:37 2022	1668701977	0	116	116	115
Thu Nov 17 16:19:38 2022	1668701978	0	115	116	115
Thu Nov 17 16:19:38 2022	1668701978	0	115	116	115
Thu Nov 17 16:19:38 2022	1668701978	0	116	116	115
Thu Nov 17 16:19:37 2022	1668701977	0	115	116	115
Thu Nov 17 16:19:37 2022	1668701977	0	116	116	116
Thu Nov 17 16:19:37 2022	1668701977	0	116	116	116
Thu Nov 17 16:19:38 2022	1668701978	0	116	116	116
Thu Nov 17 16:19:37 2022	1668701977	0	116	116	116
Thu Nov 17 16:19:37 2022	1668701977	0	116	116	115
Thu Nov 17 16:19:38 2022	1668701978	0	116	116	116
Thu Nov 17 16:19:38 2022	1668701978	0	116	116	116
Thu Nov 17 16:19:38 2022	1668701978	0	116	116	116
Thu Nov 17 16:19:37 2022	1668701977	0	116	116	116
Thu Nov 17 16:19:37 2022	1668701977	0	116	116	116
Thu Nov 17 16:19:38 2022	1668701978	0	116	116	116
Thu Nov 17 16:19:37 2022	1668701977	1	116	116	116
Thu Nov 17 16:19:37 2022	1668701977	0	116	116	116
Thu Nov 17 16:19:37 2022	1668701977	0	116	116	116
Thu Nov 17 16:19:37 2022	1668701977	0	116	116	116
Thu Nov 17 16:19:36 2022	1668701976	4	113	116	113
Thu Nov 17 16:19:37 2022	1668701977	0	116	116	116
Thu Nov 17 16:19:37 2022	1668701977	2	115	116	115
Thu Nov 17 16:19:37 2022	1668701977	0	116	117	116
Thu Nov 17 16:19:38 2022	1668701978	0	116	117	116
Thu Nov 17 16:19:37 2022	1668701977	0	116	117	116
Thu Nov 17 16:19:37 2022	1668701977	0	116	117	116
Thu Nov 17 16:19:38 2022	1668701978	0	117	117	116
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	116
Thu Nov 17 16:19:38 2022	1668701978	0	117	117	116
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	116
Thu Nov 17 16:19:38 2022	1668701978	0	117	117	117
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	116
Thu Nov 17 16:19:37 2022	1668701977	1	116	117	115
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	117
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	117
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	117
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	116
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	117
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	116
Thu Nov 17 16:19:38 2022	1668701978	0	117	117	117
Thu Nov 17 16:19:38 2022	1668701978	0	117	117	117
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	117
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	117
Thu Nov 17 16:19:36 2022	1668701976	3	114	117	114
Thu Nov 17 16:19:38 2022	1668701978	0	117	117	117
Thu Nov 17 16:19:38 2022	1668701978	0	117	117	117
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	117
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	117
Thu Nov 17 16:19:37 2022	1668701977	1	117	117	117
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	117
Thu Nov 17 16:19:38 2022	1668701978	0	117	117	117
Thu Nov 17 16:19:37 2022	1668701977	0	117	117	117
Thu Nov 17 16:19:36 2022	1668701976	3	114	118	114
Thu Nov 17 16:19:38 2022	1668701978	0	117	118	117
Thu Nov 17 16:19:37 2022	1668701977	0	117	118	117
Thu Nov 17 16:19:38 2022	1668701978	0	118	118	117
Thu Nov 17 16:19:37 2022	1668701977	0	118	118	117
Thu Nov 17 16:19:37 2022	1668701977	0	118	118	117
Thu Nov 17 16:19:37 2022	1668701977	0	118	118	117
Thu Nov 17 16:19:37 2022	1668701977	0	118	118	117
Thu Nov 17 16:19:38 2022	1668701978	0	118	118	111
Thu Nov 17 16:19:38 2022	1668701978	0	118	118	118
Thu Nov 17 16:19:37 2022	1668701977	0	118	118	118
Thu Nov 17 16:19:38 2022	1668701978	0	118	118	118
Thu Nov 17 16:19:37 2022	1668701977	0	118	118	118
Thu Nov 17 16:19:37 2022	1668701977	0	118	118	118
Thu Nov 17 16:19:38 2022	1668701978	0	118	118	118
Thu Nov 17 16:19:38 2022	1668701978	0	118	118	118
Thu Nov 17 16:19:37 2022	1668701977	0	118	118	118
Thu Nov 17 16:19:38 2022	1668701978	0	118	118	118
Thu Nov 17 16:19:37 2022	1668701977	0	118	118	118
Thu Nov 17 16:19:37 2022	1668701977	0	118	119	118
Thu Nov 17 16:19:37 2022	1668701977	0	119	119	118
Thu Nov 17 16:19:37 2022	1668701977	0	119	119	118
Thu Nov 17 16:19:37 2022	1668701977	0	119	119	117
Thu Nov 17 16:19:37 2022	1668701977	0	119	119	119
Thu Nov 17 16:19:38 2022	1668701978	0	119	119	115
Thu Nov 17 16:19:38 2022	1668701978	0	119	119	119
Thu Nov 17 16:19:37 2022	1668701977	0	119	119	119
Thu Nov 17 16:19:38 2022	1668701978	0	119	119	119
Thu Nov 17 16:19:37 2022	1668701977	0	119	119	119
Thu Nov 17 16:19:37 2022	1668701977	0	119	119	119
Thu Nov 17 16:19:37 2022	1668701977	0	119	119	119
Thu Nov 17 16:19:38 2022	1668701978	0	119	119	119
