starttime	seconds	ctime	dtime	ttime	wait
Thu Nov 17 16:19:38 2022	1668701978	0	119	119	119
Thu Nov 17 16:19:37 2022	1668701977	0	119	119	119
Thu Nov 17 16:19:38 2022	1668701978	0	119	119	119
Thu Nov 17 16:19:37 2022	1668701977	0	119	119	119
Thu Nov 17 16:19:37 2022	1668701977	0	119	119	119
Thu Nov 17 16:19:37 2022	1668701977	0	119	119	119
Thu Nov 17 16:19:38 2022	1668701978	0	119	119	119
Thu Nov 17 16:19:38 2022	1668701978	0	119	119	119
Thu Nov 17 16:19:38 2022	1668701978	0	119	119	119
Thu Nov 17 16:19:36 2022	1668701976	3	116	120	116
Thu Nov 17 16:19:37 2022	1668701977	0	119	120	119
Thu Nov 17 16:19:37 2022	1668701977	0	120	120	119
Thu Nov 17 16:19:38 2022	1668701978	0	120	120	119
Thu Nov 17 16:19:37 2022	1668701977	0	120	120	119
Thu Nov 17 16:19:38 2022	1668701978	0	120	120	120
Thu Nov 17 16:19:37 2022	1668701977	0	120	120	119
Thu Nov 17 16:19:37 2022	1668701977	0	119	120	119
Thu Nov 17 16:19:37 2022	1668701977	0	120	120	119
Thu Nov 17 16:19:37 2022	1668701977	0	119	120	119
Thu Nov 17 16:19:38 2022	1668701978	0	120	120	120
Thu Nov 17 16:19:38 2022	1668701978	0	120	120	120
Thu Nov 17 16:19:38 2022	1668701978	0	120	120	120
Thu Nov 17 16:19:37 2022	1668701977	1	119	120	119
Thu Nov 17 16:19:38 2022	1668701978	0	120	120	120
Thu Nov 17 16:19:37 2022	1668701977	0	120	120	120
Thu Nov 17 16:19:37 2022	1668701977	0	120	120	120
Thu Nov 17 16:19:37 2022	1668701977	0	120	120	120
Thu Nov 17 16:19:38 2022	1668701978	0	120	120	120
Thu Nov 17 16:19:38 2022	1668701978	0	120	120	120
Thu Nov 17 16:19:37 2022	1668701977	0	120	120	120
Thu Nov 17 16:19:37 2022	1668701977	1	120	120	120
Thu Nov 17 16:19:37 2022	1668701977	1	120	120	119
Thu Nov 17 16:19:37 2022	1668701977	2	119	120	119
Thu Nov 17 16:19:37 2022	1668701977	0	120	121	120
Thu Nov 17 16:19:37 2022	1668701977	0	120	121	120
Thu Nov 17 16:19:37 2022	1668701977	0	120	121	120
Thu Nov 17 16:19:36 2022	1668701976	4	117	121	117
Thu Nov 17 16:19:37 2022	1668701977	0	120	121	120
Thu Nov 17 16:19:37 2022	1668701977	0	120	121	120
Thu Nov 17 16:19:37 2022	1668701977	2	119	121	119
Thu Nov 17 16:19:38 2022	1668701978	0	121	121	120
Thu Nov 17 16:19:37 2022	1668701977	0	120	121	120
Thu Nov 17 16:19:37 2022	1668701977	0	121	121	121
Thu Nov 17 16:19:37 2022	1668701977	0	121	121	120
Thu Nov 17 16:19:37 2022	1668701977	1	120	121	120
Thu Nov 17 16:19:37 2022	1668701977	0	121	121	121
Thu Nov 17 16:19:38 2022	1668701978	0	121	121	121
Thu Nov 17 16:19:38 2022	1668701978	0	121	121	120
Thu Nov 17 16:19:37 2022	1668701977	1	120	121	119
Thu Nov 17 16:19:37 2022	1668701977	0	121	121	121
Thu Nov 17 16:19:37 2022	1668701977	0	121	121	121
Thu Nov 17 16:19:37 2022	1668701977	0	121	121	121
Thu Nov 17 16:19:37 2022	1668701977	0	121	121	121
Thu Nov 17 16:19:37 2022	1668701977	0	121	121	121
Thu Nov 17 16:19:36 2022	1668701976	4	118	121	118
Thu Nov 17 16:19:38 2022	1668701978	0	121	121	121
Thu Nov 17 16:19:37 2022	1668701977	0	121	121	121
Thu Nov 17 16:19:38 2022	1668701978	0	121	121	121
Thu Nov 17 16:19:38 2022	1668701978	0	121	121	121
Thu Nov 17 16:19:37 2022	1668701977	0	121	121	121
Thu Nov 17 16:19:38 2022	1668701978	0	121	121	121
Thu Nov 17 16:19:38 2022	1668701978	0	121	121	121
Thu Nov 17 16:19:38 2022	1668701978	0	121	121	121
Thu Nov 17 16:19:37 2022	1668701977	0	121	122	121
Thu Nov 17 16:19:37 2022	1668701977	0	121	122	121
Thu Nov 17 16:19:38 2022	1668701978	0	122	122	121
Thu Nov 17 16:19:38 2022	1668701978	0	122	122	122
Thu Nov 17 16:19:38 2022	1668701978	0	122	122	122
Thu Nov 17 16:19:38 2022	1668701978	0	122	122	122
Thu Nov 17 16:19:37 2022	1668701977	0	122	122	122
Thu Nov 17 16:19:36 2022	1668701976	4	118	122	118
Thu Nov 17 16:19:37 2022	1668701977	0	122	122	122
Thu Nov 17 16:19:38 2022	1668701978	0	122	122	122
Thu Nov 17 16:19:38 2022	1668701978	0	122	122	122
Thu Nov 17 16:19:38 2022	1668701978	0	122	122	122
Thu Nov 17 16:19:37 2022	1668701977	0	122	122	122
Thu Nov 17 16:19:38 2022	1668701978	0	122	122	122
Thu Nov 17 16:19:38 2022	1668701978	0	122	122	122
Thu Nov 17 16:19:38 2022	1668701978	0	122	122	122
Thu Nov 17 16:19:37 2022	1668701977	0	122	122	122
Thu Nov 17 16:19:38 2022	1668701978	0	122	122	122
Thu Nov 17 16:19:37 2022	1668701977	0	122	122	122
Thu Nov 17 16:19:37 2022	1668701977	1	121	122	121
Thu Nov 17 16:19:37 2022	1668701977	0	122	122	122
Thu Nov 17 16:19:37 2022	1668701977	0	122	122	122
Thu Nov 17 16:19:37 2022	1668701977	0	122	123	122
Thu Nov 17 16:19:38 2022	1668701978	0	122	123	122
Thu Nov 17 16:19:37 2022	1668701977	0	123	123	122
Thu Nov 17 16:19:38 2022	1668701978	0	123	123	122
Thu Nov 17 16:19:38 2022	1668701978	0	123	123	123
Thu Nov 17 16:19:38 2022	1668701978	0	123	123	123
Thu Nov 17 16:19:37 2022	1668701977	0	123	123	123
Thu Nov 17 16:19:37 2022	1668701977	0	123	123	123
Thu Nov 17 16:19:38 2022	1668701978	0	123	123	123
Thu Nov 17 16:19:37 2022	1668701977	0	123	123	123
Thu Nov 17 16:19:37 2022	1668701977	0	123	123	123
Thu Nov 17 16:19:36 2022	1668701976	2	121	123	121
Thu Nov 17 16:19:38 2022	1668701978	0	123	123	123
Thu Nov 17 16:19:37 2022	1668701977	0	123	123	123
Thu Nov 17 16:19:37 2022	1668701977	0	123	123	123
Thu Nov 17 16:19:38 2022	1668701978	0	123	123	123
Thu Nov 17 16:19:37 2022	1668701977	0	123	123	123
Thu Nov 17 16:19:37 2022	1668701977	0	123	124	123
Thu Nov 17 16:19:37 2022	1668701977	0	124	124	123
Thu Nov 17 16:19:37 2022	1668701977	0	124	124	124
Thu Nov 17 16:19:38 2022	1668701978	0	124	124	124
Thu Nov 17 16:19:36 2022	1668701976	4	120	124	120
Thu Nov 17 16:19:37 2022	1668701977	0	124	124	124
Thu Nov 17 16:19:38 2022	1668701978	0	124	124	124
Thu Nov 17 16:19:38 2022	1668701978	0	124	124	124
Thu Nov 17 16:19:38 2022	1668701978	0	124	124	124
Thu Nov 17 16:19:37 2022	1668701977	0	124	124	124
Thu Nov 17 16:19:38 2022	1668701978	0	124	124	124
Thu Nov 17 16:19:38 2022	1668701978	0	124	124	124
Thu Nov 17 16:19:38 2022	1668701978	0	124	124	124
Thu Nov 17 16:19:37 2022	1668701977	0	124	124	124
Thu Nov 17 16:19:37 2022	1668701977	0	124	124	124
Thu Nov 17 16:19:37 2022	1668701977	0	124	124	124
Thu Nov 17 16:19:38 2022	1668701978	0	124	125	124
Thu Nov 17 16:19:37 2022	1668701977	0	124	125	124
Thu Nov 17 16:19:37 2022	1668701977	0	124	125	124
Thu Nov 17 16:19:37 2022	1668701977	0	125	125	125
Thu Nov 17 16:19:37 2022	1668701977	0	124	125	124
Thu Nov 17 16:19:37 2022	1668701977	0	125	125	124
Thu Nov 17 16:19:37 2022	1668701977	0	125	125	125
Thu Nov 17 16:19:38 2022	1668701978	0	125	125	125
Thu Nov 17 16:19:37 2022	1668701977	0	125	125	125
Thu Nov 17 16:19:38 2022	1668701978	0	125	125	125
Thu Nov 17 16:19:37 2022	1668701977	0	125	125	125
Thu Nov 17 16:19:37 2022	1668701977	0	125	125	125
Thu Nov 17 16:19:37 2022	1668701977	0	125	125	125
Thu Nov 17 16:19:38 2022	1668701978	0	125	125	125
Thu Nov 17 16:19:37 2022	1668701977	0	125	126	125
Thu Nov 17 16:19:37 2022	1668701977	0	125	126	125
Thu Nov 17 16:19:37 2022	1668701977	0	125	126	125
Thu Nov 17 16:19:37 2022	1668701977	0	126	126	126
Thu Nov 17 16:19:38 2022	1668701978	0	126	126	125
Thu Nov 17 16:19:38 2022	1668701978	0	126	126	119
Thu Nov 17 16:19:38 2022	1668701978	0	126	126	125
Thu Nov 17 16:19:38 2022	1668701978	0	126	126	126
Thu Nov 17 16:19:37 2022	1668701977	0	126	126	126
Thu Nov 17 16:19:37 2022	1668701977	0	125	126	125
Thu Nov 17 16:19:37 2022	1668701977	0	126	126	126
Thu Nov 17 16:19:38 2022	1668701978	0	126	126	126
Thu Nov 17 16:19:37 2022	1668701977	0	126	126	126
Thu Nov 17 16:19:37 2022	1668701977	0	126	126	126
Thu Nov 17 16:19:37 2022	1668701977	0	126	126	126
Thu Nov 17 16:19:37 2022	1668701977	0	126	126	126
Thu Nov 17 16:19:36 2022	1668701976	3	123	126	123
Thu Nov 17 16:19:37 2022	1668701977	0	126	126	126
Thu Nov 17 16:19:37 2022	1668701977	0	126	126	126
Thu Nov 17 16:19:37 2022	1668701977	0	126	126	126
Thu Nov 17 16:19:38 2022	1668701978	0	126	126	126
Thu Nov 17 16:19:37 2022	1668701977	0	126	127	126
Thu Nov 17 16:19:37 2022	1668701977	0	126	127	126
Thu Nov 17 16:19:37 2022	1668701977	0	126	127	126
Thu Nov 17 16:19:37 2022	1668701977	0	126	127	126
Thu Nov 17 16:19:38 2022	1668701978	0	126	127	126
Thu Nov 17 16:19:37 2022	1668701977	0	127	127	126
Thu Nov 17 16:19:38 2022	1668701978	0	127	127	127
Thu Nov 17 16:19:38 2022	1668701978	0	127	127	127
Thu Nov 17 16:19:37 2022	1668701977	0	127	127	126
Thu Nov 17 16:19:37 2022	1668701977	0	127	127	127
Thu Nov 17 16:19:37 2022	1668701977	0	127	127	127
Thu Nov 17 16:19:38 2022	1668701978	0	127	127	127
Thu Nov 17 16:19:38 2022	1668701978	0	127	127	127
Thu Nov 17 16:19:37 2022	1668701977	0	127	127	126
Thu Nov 17 16:19:37 2022	1668701977	0	127	127	127
Thu Nov 17 16:19:37 2022	1668701977	0	127	128	127
Thu Nov 17 16:19:37 2022	1668701977	0	127	128	127
Thu Nov 17 16:19:37 2022	1668701977	0	128	128	127
Thu Nov 17 16:19:38 2022	1668701978	0	128	128	128
Thu Nov 17 16:19:37 2022	1668701977	0	128	128	128
Thu Nov 17 16:19:37 2022	1668701977	0	128	128	128
Thu Nov 17 16:19:38 2022	1668701978	0	128	128	128
Thu Nov 17 16:19:37 2022	1668701977	0	128	128	128
Thu Nov 17 16:19:38 2022	1668701978	0	128	128	128
Thu Nov 17 16:19:38 2022	1668701978	0	128	128	128
Thu Nov 17 16:19:38 2022	1668701978	0	128	128	128
Thu Nov 17 16:19:37 2022	1668701977	0	128	128	128
Thu Nov 17 16:19:38 2022	1668701978	0	128	128	128
Thu Nov 17 16:19:37 2022	1668701977	0	128	128	128
Thu Nov 17 16:19:36 2022	1668701976	3	125	129	125
Thu Nov 17 16:19:38 2022	1668701978	0	128	129	128
Thu Nov 17 16:19:37 2022	1668701977	0	128	129	128
Thu Nov 17 16:19:37 2022	1668701977	0	128	129	128
Thu Nov 17 16:19:37 2022	1668701977	0	129	129	128
Thu Nov 17 16:19:38 2022	1668701978	0	129	129	128
Thu Nov 17 16:19:37 2022	1668701977	0	129	129	128
Thu Nov 17 16:19:37 2022	1668701977	0	129	129	128
Thu Nov 17 16:19:38 2022	1668701978	0	129	129	129
Thu Nov 17 16:19:38 2022	1668701978	0	129	129	128
Thu Nov 17 16:19:38 2022	1668701978	0	129	129	129
Thu Nov 17 16:19:37 2022	1668701977	0	129	129	129
Thu Nov 17 16:19:38 2022	1668701978	0	129	129	129
Thu Nov 17 16:19:37 2022	1668701977	0	129	129	129
Thu Nov 17 16:19:37 2022	1668701977	0	129	129	129
Thu Nov 17 16:19:37 2022	1668701977	0	129	129	129
Thu Nov 17 16:19:38 2022	1668701978	0	129	129	129
Thu Nov 17 16:19:37 2022	1668701977	0	129	129	129
Thu Nov 17 16:19:37 2022	1668701977	0	129	129	129
Thu Nov 17 16:19:36 2022	1668701976	3	127	129	127
Thu Nov 17 16:19:38 2022	1668701978	0	129	129	129
Thu Nov 17 16:19:38 2022	1668701978	0	129	129	129
Thu Nov 17 16:19:37 2022	1668701977	0	129	130	129
Thu Nov 17 16:19:37 2022	1668701977	0	129	130	129
Thu Nov 17 16:19:38 2022	1668701978	0	129	130	129
Thu Nov 17 16:19:37 2022	1668701977	0	129	130	129
Thu Nov 17 16:19:38 2022	1668701978	0	130	130	130
Thu Nov 17 16:19:37 2022	1668701977	0	130	130	129
Thu Nov 17 16:19:38 2022	1668701978	0	130	130	130
Thu Nov 17 16:19:38 2022	1668701978	0	130	130	130
Thu Nov 17 16:19:38 2022	1668701978	0	130	130	130
Thu Nov 17 16:19:38 2022	1668701978	0	130	130	130
Thu Nov 17 16:19:38 2022	1668701978	0	130	130	130
Thu Nov 17 16:19:37 2022	1668701977	0	130	130	128
Thu Nov 17 16:19:37 2022	1668701977	0	130	130	130
Thu Nov 17 16:19:38 2022	1668701978	0	130	130	130
Thu Nov 17 16:19:38 2022	1668701978	0	130	130	130
Thu Nov 17 16:19:37 2022	1668701977	0	130	130	130
Thu Nov 17 16:19:37 2022	1668701977	0	130	131	130
Thu Nov 17 16:19:37 2022	1668701977	0	130	131	130
Thu Nov 17 16:19:38 2022	1668701978	0	130	131	130
Thu Nov 17 16:19:37 2022	1668701977	0	130	131	130
Thu Nov 17 16:19:38 2022	1668701978	0	131	131	130
Thu Nov 17 16:19:37 2022	1668701977	0	131	131	130
Thu Nov 17 16:19:38 2022	1668701978	0	131	131	131
Thu Nov 17 16:19:38 2022	1668701978	0	131	131	131
Thu Nov 17 16:19:38 2022	1668701978	0	131	131	131
Thu Nov 17 16:19:37 2022	1668701977	0	131	131	131
Thu Nov 17 16:19:37 2022	1668701977	0	131	131	131
Thu Nov 17 16:19:38 2022	1668701978	0	131	131	131
Thu Nov 17 16:19:37 2022	1668701977	1	131	131	131
Thu Nov 17 16:19:37 2022	1668701977	0	131	131	131
Thu Nov 17 16:19:37 2022	1668701977	0	131	131	131
Thu Nov 17 16:19:37 2022	1668701977	0	131	132	131
Thu Nov 17 16:19:38 2022	1668701978	0	131	132	131
Thu Nov 17 16:19:38 2022	1668701978	0	132	132	131
Thu Nov 17 16:19:37 2022	1668701977	0	131	132	131
Thu Nov 17 16:19:37 2022	1668701977	0	132	132	132
Thu Nov 17 16:19:38 2022	1668701978	0	132	132	131
Thu Nov 17 16:19:38 2022	1668701978	0	132	132	131
Thu Nov 17 16:19:38 2022	1668701978	0	132	132	132
Thu Nov 17 16:19:37 2022	1668701977	0	132	132	132
Thu Nov 17 16:19:38 2022	1668701978	0	132	132	132
Thu Nov 17 16:19:38 2022	1668701978	0	132	132	132
Thu Nov 17 16:19:37 2022	1668701977	0	132	132	132
Thu Nov 17 16:19:37 2022	1668701977	0	132	132	132
Thu Nov 17 16:19:38 2022	1668701978	0	132	132	132
Thu Nov 17 16:19:38 2022	1668701978	0	132	133	132
Thu Nov 17 16:19:37 2022	1668701977	0	133	133	132
Thu Nov 17 16:19:37 2022	1668701977	0	133	133	133
Thu Nov 17 16:19:37 2022	1668701977	0	133	133	133
Thu Nov 17 16:19:37 2022	1668701977	0	133	133	133
Thu Nov 17 16:19:38 2022	1668701978	0	133	133	133
Thu Nov 17 16:19:37 2022	1668701977	0	133	133	133
Thu Nov 17 16:19:38 2022	1668701978	0	133	133	133
Thu Nov 17 16:19:38 2022	1668701978	0	133	133	133
Thu Nov 17 16:19:38 2022	1668701978	0	133	133	133
Thu Nov 17 16:19:38 2022	1668701978	0	133	133	133
Thu Nov 17 16:19:37 2022	1668701977	0	133	133	133
Thu Nov 17 16:19:37 2022	1668701977	0	133	133	133
Thu Nov 17 16:19:37 2022	1668701977	0	133	133	133
Thu Nov 17 16:19:36 2022	1668701976	4	130	133	130
Thu Nov 17 16:19:37 2022	1668701977	0	133	133	133
Thu Nov 17 16:19:38 2022	1668701978	0	133	134	133
Thu Nov 17 16:19:38 2022	1668701978	0	133	134	133
Thu Nov 17 16:19:38 2022	1668701978	0	134	134	133
Thu Nov 17 16:19:37 2022	1668701977	0	134	134	134
Thu Nov 17 16:19:37 2022	1668701977	2	132	134	132
Thu Nov 17 16:19:37 2022	1668701977	2	132	134	132
Thu Nov 17 16:19:37 2022	1668701977	0	134	134	134
Thu Nov 17 16:19:38 2022	1668701978	0	134	134	134
Thu Nov 17 16:19:37 2022	1668701977	0	134	134	134
Thu Nov 17 16:19:37 2022	1668701977	1	133	134	133
Thu Nov 17 16:19:37 2022	1668701977	0	134	134	134
Thu Nov 17 16:19:37 2022	1668701977	0	134	134	134
Thu Nov 17 16:19:36 2022	1668701976	2	132	134	132
Thu Nov 17 16:19:38 2022	1668701978	0	134	134	134
Thu Nov 17 16:19:37 2022	1668701977	0	134	134	134
Thu Nov 17 16:19:38 2022	1668701978	0	134	134	134
Thu Nov 17 16:19:38 2022	1668701978	0	134	134	134
Thu Nov 17 16:19:38 2022	1668701978	0	134	134	134
Thu Nov 17 16:19:38 2022	1668701978	0	134	134	134
Thu Nov 17 16:19:37 2022	1668701977	0	134	134	134
Thu Nov 17 16:19:37 2022	1668701977	0	134	135	134
Thu Nov 17 16:19:36 2022	1668701976	0	134	135	134
Thu Nov 17 16:19:38 2022	1668701978	0	134	135	134
Thu Nov 17 16:19:38 2022	1668701978	0	135	135	134
Thu Nov 17 16:19:37 2022	1668701977	0	135	135	135
Thu Nov 17 16:19:37 2022	1668701977	0	135	135	135
Thu Nov 17 16:19:38 2022	1668701978	0	135	135	135
Thu Nov 17 16:19:37 2022	1668701977	0	135	135	135
Thu Nov 17 16:19:37 2022	1668701977	0	135	135	135
Thu Nov 17 16:19:37 2022	1668701977	0	135	135	134
Thu Nov 17 16:19:37 2022	1668701977	0	135	135	135
Thu Nov 17 16:19:38 2022	1668701978	0	135	135	135
Thu Nov 17 16:19:38 2022	1668701978	0	135	135	135
Thu Nov 17 16:19:38 2022	1668701978	0	135	135	135
Thu Nov 17 16:19:38 2022	1668701978	0	135	135	135
Thu Nov 17 16:19:38 2022	1668701978	0	135	135	135
Thu Nov 17 16:19:37 2022	1668701977	0	135	135	135
Thu Nov 17 16:19:37 2022	1668701977	0	135	135	135
Thu Nov 17 16:19:37 2022	1668701977	0	135	135	135
Thu Nov 17 16:19:38 2022	1668701978	0	135	136	135
Thu Nov 17 16:19:37 2022	1668701977	0	135	136	135
Thu Nov 17 16:19:37 2022	1668701977	0	135	136	135
Thu Nov 17 16:19:37 2022	1668701977	0	135	136	135
Thu Nov 17 16:19:38 2022	1668701978	0	135	136	135
Thu Nov 17 16:19:37 2022	1668701977	0	136	136	135
Thu Nov 17 16:19:38 2022	1668701978	0	135	136	135
Thu Nov 17 16:19:37 2022	1668701977	0	135	136	135
Thu Nov 17 16:19:38 2022	1668701978	0	136	136	136
Thu Nov 17 16:19:37 2022	1668701977	0	135	136	135
Thu Nov 17 16:19:37 2022	1668701977	0	136	136	136
Thu Nov 17 16:19:38 2022	1668701978	0	136	136	136
Thu Nov 17 16:19:38 2022	1668701978	0	136	136	136
Thu Nov 17 16:19:37 2022	1668701977	0	136	136	136
Thu Nov 17 16:19:37 2022	1668701977	0	136	136	136
Thu Nov 17 16:19:37 2022	1668701977	0	136	136	136
Thu Nov 17 16:19:37 2022	1668701977	0	136	136	136
Thu Nov 17 16:19:37 2022	1668701977	0	136	136	134
Thu Nov 17 16:19:37 2022	1668701977	0	136	136	136
Thu Nov 17 16:19:37 2022	1668701977	0	136	136	136
Thu Nov 17 16:19:37 2022	1668701977	0	136	137	135
Thu Nov 17 16:19:38 2022	1668701978	0	136	137	136
Thu Nov 17 16:19:38 2022	1668701978	0	137	137	137
Thu Nov 17 16:19:38 2022	1668701978	1	136	137	136
Thu Nov 17 16:19:38 2022	1668701978	0	137	137	136
Thu Nov 17 16:19:38 2022	1668701978	0	137	137	136
Thu Nov 17 16:19:36 2022	1668701976	4	133	137	133
Thu Nov 17 16:19:37 2022	1668701977	0	137	137	137
Thu Nov 17 16:19:38 2022	1668701978	0	137	137	137
Thu Nov 17 16:19:37 2022	1668701977	0	137	137	137
Thu Nov 17 16:19:37 2022	1668701977	0	137	137	137
Thu Nov 17 16:19:37 2022	1668701977	0	137	137	137
Thu Nov 17 16:19:38 2022	1668701978	0	137	137	137
Thu Nov 17 16:19:37 2022	1668701977	0	137	137	137
Thu Nov 17 16:19:37 2022	1668701977	0	137	137	137
Thu Nov 17 16:19:36 2022	1668701976	2	135	137	135
Thu Nov 17 16:19:38 2022	1668701978	0	137	137	137
Thu Nov 17 16:19:36 2022	1668701976	2	135	137	135
Thu Nov 17 16:19:37 2022	1668701977	0	137	137	137
Thu Nov 17 16:19:37 2022	1668701977	0	137	137	137
Thu Nov 17 16:19:37 2022	1668701977	0	137	137	137
Thu Nov 17 16:19:38 2022	1668701978	0	137	137	137
Thu Nov 17 16:19:37 2022	1668701977	0	137	138	137
Thu Nov 17 16:19:36 2022	1668701976	2	135	138	135
Thu Nov 17 16:19:38 2022	1668701978	0	138	138	137
Thu Nov 17 16:19:38 2022	1668701978	0	137	138	137
Thu Nov 17 16:19:37 2022	1668701977	0	138	138	138
Thu Nov 17 16:19:36 2022	1668701976	0	138	138	138
Thu Nov 17 16:19:37 2022	1668701977	0	138	138	138
Thu Nov 17 16:19:38 2022	1668701978	0	138	138	138
Thu Nov 17 16:19:37 2022	1668701977	0	138	138	138
Thu Nov 17 16:19:37 2022	1668701977	0	138	138	138
Thu Nov 17 16:19:37 2022	1668701977	0	138	138	138
Thu Nov 17 16:19:37 2022	1668701977	0	138	138	138
Thu Nov 17 16:19:37 2022	1668701977	0	138	138	138
Thu Nov 17 16:19:38 2022	1668701978	0	138	138	138
Thu Nov 17 16:19:37 2022	1668701977	0	138	139	138
Thu Nov 17 16:19:38 2022	1668701978	0	138	139	138
Thu Nov 17 16:19:37 2022	1668701977	0	138	139	138
Thu Nov 17 16:19:36 2022	1668701976	3	135	139	135
Thu Nov 17 16:19:37 2022	1668701977	0	139	139	139
Thu Nov 17 16:19:38 2022	1668701978	0	138	139	138
Thu Nov 17 16:19:37 2022	1668701977	0	138	139	138
Thu Nov 17 16:19:38 2022	1668701978	0	138	139	138
Thu Nov 17 16:19:38 2022	1668701978	1	138	139	138
Thu Nov 17 16:19:37 2022	1668701977	0	139	139	139
Thu Nov 17 16:19:37 2022	1668701977	0	139	139	139
Thu Nov 17 16:19:37 2022	1668701977	0	139	139	139
Thu Nov 17 16:19:37 2022	1668701977	0	139	139	139
Thu Nov 17 16:19:38 2022	1668701978	0	139	139	139
Thu Nov 17 16:19:38 2022	1668701978	0	139	139	139
Thu Nov 17 16:19:38 2022	1668701978	0	139	139	139
Thu Nov 17 16:19:37 2022	1668701977	0	139	139	139
Thu Nov 17 16:19:38 2022	1668701978	0	139	139	139
Thu Nov 17 16:19:37 2022	1668701977	0	139	139	139
Thu Nov 17 16:19:38 2022	1668701978	0	139	139	139
Thu Nov 17 16:19:37 2022	1668701977	0	139	140	139
Thu Nov 17 16:19:37 2022	1668701977	0	139	140	139
Thu Nov 17 16:19:37 2022	1668701977	0	139	140	139
Thu Nov 17 16:19:37 2022	1668701977	0	139	140	139
Thu Nov 17 16:19:38 2022	1668701978	0	139	140	139
Thu Nov 17 16:19:37 2022	1668701977	0	139	140	139
Thu Nov 17 16:19:37 2022	1668701977	0	140	140	139
Thu Nov 17 16:19:37 2022	1668701977	0	140	140	140
Thu Nov 17 16:19:37 2022	1668701977	0	140	140	140
Thu Nov 17 16:19:38 2022	1668701978	0	140	140	140
Thu Nov 17 16:19:37 2022	1668701977	0	140	140	140
Thu Nov 17 16:19:38 2022	1668701978	0	140	140	140
Thu Nov 17 16:19:37 2022	1668701977	0	140	140	140
Thu Nov 17 16:19:37 2022	1668701977	0	140	140	140
Thu Nov 17 16:19:37 2022	1668701977	0	140	140	139
Thu Nov 17 16:19:36 2022	1668701976	0	140	141	140
Thu Nov 17 16:19:38 2022	1668701978	0	141	141	141
Thu Nov 17 16:19:37 2022	1668701977	0	141	141	141
Thu Nov 17 16:19:38 2022	1668701978	0	141	141	141
Thu Nov 17 16:19:37 2022	1668701977	0	141	141	141
Thu Nov 17 16:19:38 2022	1668701978	0	141	141	141
Thu Nov 17 16:19:37 2022	1668701977	0	141	141	141
Thu Nov 17 16:19:37 2022	1668701977	0	141	141	141
Thu Nov 17 16:19:38 2022	1668701978	0	141	141	141
Thu Nov 17 16:19:37 2022	1668701977	0	141	141	141
Thu Nov 17 16:19:37 2022	1668701977	0	141	141	141
Thu Nov 17 16:19:38 2022	1668701978	1	141	142	141
Thu Nov 17 16:19:36 2022	1668701976	0	141	142	141
Thu Nov 17 16:19:37 2022	1668701977	0	141	142	141
Thu Nov 17 16:19:37 2022	1668701977	0	141	142	141
Thu Nov 17 16:19:37 2022	1668701977	0	141	142	141
Thu Nov 17 16:19:37 2022	1668701977	1	141	142	141
Thu Nov 17 16:19:37 2022	1668701977	0	142	142	142
Thu Nov 17 16:19:37 2022	1668701977	0	142	142	142
Thu Nov 17 16:19:37 2022	1668701977	0	142	142	142
Thu Nov 17 16:19:37 2022	1668701977	0	142	142	142
Thu Nov 17 16:19:37 2022	1668701977	0	142	142	141
Thu Nov 17 16:19:37 2022	1668701977	0	142	142	141
Thu Nov 17 16:19:37 2022	1668701977	0	142	142	142
Thu Nov 17 16:19:37 2022	1668701977	0	142	142	141
Thu Nov 17 16:19:37 2022	1668701977	0	142	142	142
Thu Nov 17 16:19:37 2022	1668701977	0	142	142	142
Thu Nov 17 16:19:37 2022	1668701977	0	142	143	142
Thu Nov 17 16:19:38 2022	1668701978	0	143	143	142
Thu Nov 17 16:19:38 2022	1668701978	0	143	143	143
Thu Nov 17 16:19:37 2022	1668701977	0	143	143	143
Thu Nov 17 16:19:37 2022	1668701977	0	143	143	143
Thu Nov 17 16:19:37 2022	1668701977	0	143	143	143
Thu Nov 17 16:19:37 2022	1668701977	0	143	143	143
Thu Nov 17 16:19:36 2022	1668701976	2	141	143	141
Thu Nov 17 16:19:37 2022	1668701977	0	143	143	143
Thu Nov 17 16:19:38 2022	1668701978	0	143	144	143
Thu Nov 17 16:19:37 2022	1668701977	0	143	144	143
Thu Nov 17 16:19:38 2022	1668701978	0	143	144	143
Thu Nov 17 16:19:36 2022	1668701976	2	141	144	141
Thu Nov 17 16:19:36 2022	1668701976	2	142	144	141
Thu Nov 17 16:19:37 2022	1668701977	0	144	144	144
Thu Nov 17 16:19:37 2022	1668701977	0	144	144	144
Thu Nov 17 16:19:37 2022	1668701977	0	144	144	144
Thu Nov 17 16:19:37 2022	1668701977	0	144	144	144
Thu Nov 17 16:19:38 2022	1668701978	0	144	144	144
Thu Nov 17 16:19:38 2022	1668701978	0	144	145	144
Thu Nov 17 16:19:37 2022	1668701977	0	144	145	143
Thu Nov 17 16:19:38 2022	1668701978	1	144	145	144
Thu Nov 17 16:19:37 2022	1668701977	0	145	145	144
Thu Nov 17 16:19:38 2022	1668701978	0	145	145	144
Thu Nov 17 16:19:38 2022	1668701978	0	145	145	145
Thu Nov 17 16:19:37 2022	1668701977	0	145	145	145
Thu Nov 17 16:19:37 2022	1668701977	0	145	145	145
Thu Nov 17 16:19:38 2022	1668701978	0	145	145	145
